,CH1,CH2,CH3,CH4
,0.360784,-121.529,-118.578,130.098
,0.326471,-120.059,-117.745,128.775
,0.355882,-118.588,-116.373,127.598
,0.338725,-117.559,-114.559,126.373
,0.321569,-116.333,-113.333,124.608
,0.333824,-115.451,-112.01,123.431
,0.309314,-114.127,-110.637,122.255
,0.341176,-112.657,-109.657,120.98
,0.282353,-111.284,-108.186,119.902
,0.328922,-110.206,-106.863,118.431
,0.397549,-108.882,-105.637,117.206
,0.395098,-107.461,-104.216,115.686
,0.37549,-106.235,-102.843,114.559
,0.35098,-104.716,-101.471,113.088
,0.363235,-103.784,-100.196,111.716
,0.326471,-102.461,-99.2157,110.196
,0.343627,-100.892,-97.8922,108.873
,0.319118,-99.4216,-96.5686,107.745
,0.331373,-98.2451,-95.4902,106.814
,0.348529,-97.0196,-94.1667,105.098
,0.319118,-95.451,-92.8431,103.922
,0.32402,-94.3725,-91.7157,102.451
,0.319118,-93.049,-90.4412,101.52
,0.321569,-91.8725,-88.9216,100.098
,0.368137,-90.549,-87.598,98.8235
,0.373039,-89.1765,-86.5686,97.402
,0.336275,-87.951,-85.4412,96.2745
,0.377941,-86.4804,-84.3627,95.098
,0.355882,-85.1569,-82.8922,93.8235
,0.370588,-83.6373,-81.6176,92.451
,0.333824,-82.5588,-80.3431,91.2255
,0.343627,-81.4314,-79.5588,89.902
,0.304412,-80.2059,-78.1373,88.6275
,0.341176,-79.0784,-76.3725,87.0098
,0.314216,-77.6569,-75,85.8333
,0.304412,-76.2843,-73.8235,84.3627
,0.306863,-74.9608,-72.6961,83.0882
,0.370588,-73.9314,-71.2745,81.6667
,0.358333,-72.7059,-69.902,80.3431
,0.35098,-70.9902,-68.3824,79.4118
,0.341176,-69.6176,-66.8137,78.1863
,0.343627,-68.3922,-65.5392,77.0588
,0.32402,-67.0686,-64.1176,75.7353
,0.37549,-65.8922,-62.9902,74.1667
,0.360784,-64.7157,-61.9118,73.1863
,0.287255,-63.1961,-60.4412,71.7157
,0.365686,-62.1176,-59.0196,70.098
,0.301961,-60.9902,-57.549,69.0196
,0.346078,-59.7647,-56.2745,67.549
,0.326471,-58.1471,-55.1471,65.9804
,0.348529,-57.1176,-53.3824,65.1471
,0.306863,-55.9412,-51.5686,63.6765
,0.360784,-54.8627,-50.098,62.2549
,0.314216,-53.6863,-48.6765,60.9314
,0.358333,-52.0196,-47.451,59.7059
,0.338725,-50.451,-45.8824,58.4314
,0.353431,-49.3725,-44.7549,57.1569
,0.328922,-48.1471,-43.2843,55.6373
,0.331373,-46.9216,-41.7647,54.5098
,0.358333,-45.451,-40.1471,53.0392
,0.341176,-43.9804,-39.2647,51.9608
,0.336275,-42.7549,-37.8431,50.7843
,0.363235,-41.4804,-36.3725,49.5098
,0.341176,-40.0098,-34.6569,48.1863
,0.341176,-38.7843,-33.3824,46.7647
,0.319118,-37.2647,-31.9608,45.9314
,0.321569,-35.7451,-30.7843,44.4118
,0.29951,-34.5686,-29.8039,43.1863
,0.301961,-33.1961,-28.3333,41.9608
,0.304412,-31.6765,-26.9608,40.8333
,0.348529,-30.451,-26.0784,39.4608
,0.319118,-29.2745,-24.902,38.5294
,0.297059,-27.8039,-23.9216,36.7157
,0.328922,-26.5784,-22.2549,35.4412
,0.331373,-25.1569,-20.5882,34.1667
,0.336275,-23.8824,-19.4608,32.6961
,0.331373,-22.7549,-18.3333,31.1275
,0.32402,-20.9902,-16.7157,30.2941
,0.336275,-19.7647,-15.3922,28.6765
,0.358333,-18.4412,-13.9216,27.451
,0.341176,-17.2157,-12.8431,26.0294
,0.319118,-16.0882,-11.5196,24.7059
,0.336275,-14.5686,-10.049,22.9902
,0.338725,-13.098,-9.26471,21.9118
,0.32402,-11.7745,-7.89216,20.5882
,0.32402,-10.451,-6.37255,19.0196
,0.321569,-9.22549,-4.85294,17.7451
,0.309314,-7.80392,-3.57843,16.5686
,0.294608,-6.23529,-2.15686,15.1961
,0.358333,-5.20588,-0.980392,14.0686
,0.338725,-3.58824,-0.0490196,12.7451
,0.346078,-2.11765,1.22549,11.4706
,0.37549,-0.352941,2.9902,10.049
,0.365686,0.921569,4.36275,8.92157
,0.365686,1.95098,5.68627,7.84314
,0.365686,3.51961,6.96078,6.56863
,0.365686,3.81373,7.5,5.88235
,0.397549,5.62745,8.67647,5.78431
,0.365686,7.39216,10.7353,5.68627
,0.336275,8.32353,11.0784,5.68627
,0.370588,9.10784,12.2549,5.93137
,0.387745,9.9902,13.3333,6.02941
,0.380392,10.9706,14.1667,5.93137
,0.387745,12.9314,15.8824,5.88235
,0.397549,14.6961,18.0392,5.98039
,0.314216,16.2157,19.7549,5.88235
,0.336275,18.0784,20.8824,5.98039
,0.35098,18.9608,22.1078,5.93137
,0.353431,19.1569,22.7451,5.98039
,0.341176,20.0392,23.2353,6.12745
,0.326471,20.8235,23.6765,6.32353
,0.301961,22.2941,25.3431,6.17647
,0.297059,23.8137,26.8137,6.27451
,0.333824,25.5294,28.4314,6.22549
,0.326471,27,29.8529,6.17647
,0.343627,27.9804,31.3725,6.12745
,0.314216,29.1569,32.5,6.17647
,0.331373,29.8922,32.8922,6.07843
,0.346078,30.7745,34.0196,6.42157
,0.346078,32.049,35.1471,6.22549
,0.348529,33.4706,36.4706,6.12745
,0.306863,34.9902,37.7941,6.12745
,0.348529,36.4118,39.1667,5.78431
,0.328922,38.2255,40.7353,5.88235
,0.346078,39.5,41.8627,5.83333
,0.304412,40.6275,43.0882,5.78431
,0.297059,41.5588,44.0196,5.93137
,0.311765,42.6373,45.2451,5.98039
,0.321569,43.7157,46.5686,5.93137
,0.333824,45.3333,48.0392,6.12745
,0.301961,46.6078,49.7549,5.73529
,0.321569,48.1275,51.1765,5.88235
,0.380392,49.7941,52.3529,6.22549
,0.343627,50.9706,53.7745,5.98039
,0.343627,52.1471,55.1471,6.07843
,0.326471,53.5196,56.7157,5.78431
,0.358333,54.7451,57.9412,6.02941
,0.370588,56.2157,59.2157,6.07843
,0.35098,57.3922,60.6863,5.93137
,0.333824,58.8137,62.3039,6.02941
,0.331373,60.0882,63.2843,5.83333
,0.353431,61.6569,64.5098,6.02941
,0.377941,62.7353,66.1275,5.78431
,0.387745,64.1569,67.5,5.68627
,0.373039,65.5784,68.9216,5.58824
,0.368137,66.6569,70.049,5.73529
,0.363235,68.2255,71.6176,5.4902
,0.358333,69.8431,72.9412,5.78431
,0.328922,71.2157,74.0196,5.93137
,0.333824,72.3431,75.4902,5.78431
,0.363235,73.8627,76.7157,5.88235
,0.35098,75.3333,78.0392,5.98039
,0.360784,76.7059,79.6569,5.19608
,0.380392,78.3235,80.7353,5.78431
,0.343627,79.7941,82.0588,5.98039
,0.341176,81.6078,83.5784,6.17647
,0.358333,82.8824,85.2451,6.12745
,0.346078,84.3039,86.7157,6.02941
,0.355882,85.5784,88.0882,6.02941
,0.370588,87,89.6569,6.12745
,0.373039,88.7647,90.9314,6.22549
,0.336275,90.0882,92.3529,5.93137
,0.343627,91.4118,93.5784,5.83333
,0.360784,93.1765,94.8529,5.93137
,0.363235,94.3529,96.1275,5.73529
,0.32402,95.5784,97.451,6.17647
,0.326471,97.2451,99.0686,6.02941
,0.360784,98.4706,100.441,5.78431
,0.32402,100.186,101.814,5.88235
,0.341176,101.461,102.941,5.93137
,0.341176,102.735,104.51,5.98039
,0.382843,104.206,106.029,6.27451
,0.385294,105.431,107.206,6.07843
,0.333824,106.657,108.382,5.83333
,0.341176,107.98,110,6.02941
,0.377941,109.549,111.814,6.02941
,0.35098,110.676,113.039,5.78431
,0.348529,112.294,114.51,6.07843
,0.355882,113.618,115.784,5.98039
,0.316667,114.99,116.765,6.07843
,0.316667,116.167,118.186,6.12745
,0.333824,118.029,119.559,6.32353
,0.346078,119.353,120.931,6.02941
,0.348529,120.824,122.304,5.93137
,0.338725,121.951,123.627,5.78431
,0.341176,123.176,125.196,6.07843
,0.333824,124.353,126.716,5.98039
,0.309314,126.02,127.843,5.88235
,0.32402,127.294,129.902,5.98039
,0.328922,128.373,131.176,5.58824
,0.272549,129.794,132.451,6.27451
,0.341176,130.725,133.627,6.12745
,0.358333,132.147,135.245,5.93137
,0.370588,133.569,136.471,5.78431
,0.311765,134.843,137.696,5.98039
,0.316667,135.824,138.775,5.93137
,0.32402,137.098,140.196,6.02941
,0.358333,138.275,141.667,5.73529
,0.333824,139.353,142.892,5.78431
,0.338725,140.284,144.167,5.68627
,0.32402,141.51,145.392,5.98039
,0.29951,142.735,146.569,5.63725
,0.319118,144.059,147.843,6.27451
,0.336275,145.137,148.676,6.07843
,0.338725,146.412,150.196,6.02941
,0.309314,147.637,151.029,6.27451
,0.282353,148.765,152.059,5.68627
,0.316667,150.235,153.284,5.83333
,0.338725,151.314,154.069,5.83333
,0.314216,152.343,155.588,5.88235
,0.348529,153.275,156.667,6.02941
,0.326471,154.059,157.696,5.73529
,0.341176,155.529,158.578,5.93137
,0.32402,156.853,159.755,5.93137
,0.343627,157.784,160.539,5.78431
,0.360784,159.059,162.059,5.93137
,0.311765,159.99,163.235,6.07843
,0.333824,160.922,164.167,6.32353
,0.328922,162.294,165.294,5.78431
,0.341176,163.373,166.814,5.88235
,0.316667,164.451,167.892,6.12745
,0.35098,165.333,169.216,6.27451
,0.336275,166.559,170.196,6.17647
,0.363235,167.882,171.373,6.37255
,0.326471,169.206,172.647,6.42157
,0.341176,170.088,173.873,6.17647
,0.363235,171.069,175.098,6.32353
,0.341176,172.343,176.029,6.27451
,0.336275,173.471,177.108,5.98039
,0.29951,174.598,178.333,6.17647
,0.338725,175.922,179.559,5.93137
,0.336275,177.098,180.637,5.98039
,0.341176,178.078,181.667,5.98039
,0.363235,179.108,182.451,5.88235
,0.343627,180.137,183.137,5.98039
,0.397549,181.559,184.461,5.88235
,0.35098,183.029,185.686,5.98039
,0.346078,184.01,187.01,6.02941
,0.328922,184.941,188.382,5.93137
,0.331373,186.363,189.608,5.88235
,0.360784,187.637,190.735,5.68627
,0.382843,189.059,192.01,5.83333
,0.365686,190.284,193.382,5.63725
,0.343627,191.461,194.608,6.12745
,0.370588,192.784,195.637,6.12745
,0.331373,194.108,196.912,6.02941
,0.32402,195.48,198.235,6.17647
,0.35098,196.755,199.363,5.63725
,0.326471,198.029,200.49,5.63725
,0.355882,198.765,201.912,5.83333
,0.297059,200.137,203.235,5.98039
,0.328922,201.902,205,5.98039
,0.328922,202.98,206.275,5.68627
,0.346078,204.353,207.5,5.73529
,0.341176,205.775,208.725,5.68627
,0.358333,206.902,210.098,5.63725
,0.363235,208.127,211.471,5.73529
,0.355882,209.745,212.794,5.58824
,0.326471,210.971,214.167,5.88235
,0.341176,212.49,215.343,5.63725
,0.343627,213.912,217.059,5.4902
,0.32402,215.039,218.627,5.39216
,0.35098,216.02,219.706,5.63725
,0.353431,217.882,221.176,5.93137
,0.343627,219.108,222.892,5.44118
,0.358333,220.676,224.167,5.58824
,0.328922,222,225.343,5.78431
,0.326471,223.275,226.863,5.68627
,0.326471,224.647,228.382,5.39216
,0.333824,226.02,229.951,5.2451
,0.331373,227.539,230.98,5.63725
,0.328922,228.912,232.353,6.02941
,0.358333,230.333,233.922,5.93137
,0.370588,231.804,235.098,6.02941
,0.355882,233.225,236.569,5.88235
,0.390196,234.5,237.99,5.53922
,0.35098,235.824,239.363,5.78431
,0.331373,237.245,240.931,5.19608
,0.363235,238.618,242.5,5.29412
,0.314216,240.137,243.775,5.44118
,0.319118,241.314,245.049,5.4902
,0.353431,242.735,246.373,5.04902
,0.355882,244.01,247.941,5.19608
,0.35098,245.382,249.02,5.19608
,0.328922,246.51,250.343,5.09804
,0.346078,247.539,251.863,5
,0.341176,248.814,253.284,5.14706
,0.319118,250.235,254.706,5.34314
,0.32402,251.804,256.127,5.58824
,0.32402,253.471,257.108,5.29412
,0.341176,254.647,258.676,5.44118
,0.358333,256.02,260.049,5.78431
,0.343627,257.441,261.52,5.63725
,0.314216,258.814,262.696,5.29412
,0.314216,259.892,264.265,5.39216
,0.297059,260.922,265.196,5.58824
,0.282353,262.49,266.863,5.88235
,0.326471,264.059,268.039,5.53922
,0.309314,265.333,269.02,5.34314
,0.343627,266.412,270.245,5.83333
,0.326471,267.294,271.422,5.83333
,0.309314,268.814,272.794,5.78431
,0.32402,270.088,274.02,5.78431
,0.297059,271.51,275.392,5.88235
,0.289706,272.343,276.961,5.63725
,0.316667,273.912,278.284,5.44118
,0.309314,275.284,279.363,5.58824
,0.346078,276.804,280.637,5.39216
,0.341176,277.735,281.667,5.2451
,0.341176,278.618,282.99,4.95098
,0.316667,279.892,284.069,5.14706
,0.333824,281.069,285.686,5.4902
,0.336275,282.588,287.157,5.73529
,0.331373,283.667,288.382,5.68627
,0.331373,284.843,289.314,5.98039
,0.341176,286.167,290.637,5.63725
,0.32402,287.343,291.765,5.68627
,0.304412,288.471,292.892,5.44118
,0.297059,289.598,294.069,5.58824
,0.321569,291.02,295.539,5.73529
,0.355882,292.196,296.618,5.39216
,0.346078,293.275,297.647,5.29412
,0.321569,294.598,298.824,5.39216
,0.358333,295.775,300.392,5.4902
,0.360784,297.049,301.422,5.44118
,0.368137,298.029,302.451,5.63725
,0.365686,299.157,303.824,5.53922
,0.365686,300.333,305.245,5.63725
,0.355882,301.363,306.471,5.58824
,0.35098,302.539,307.598,5.83333
,0.316667,303.618,308.382,5.44118
,0.321569,304.843,309.363,5.29412
,0.321569,306.167,310.392,5.44118
,0.277451,307.049,311.373,5.58824
,0.267647,308.029,312.255,5.44118
,0.301961,309.304,313.578,5.39216
,0.321569,310.333,314.51,5.73529
,0.306863,311.265,315.735,5.34314
,0.326471,312.539,316.569,5.39216
,0.373039,313.618,317.549,5.53922
,0.346078,314.549,318.529,5.73529
,0.355882,315.333,319.951,5.53922
,0.343627,316.216,320.931,5.44118
,0.32402,317.392,321.912,5.53922
,0.316667,318.618,322.794,5.68627
,0.326471,319.745,323.824,5.93137
,0.358333,320.775,324.853,5.83333
,0.363235,321.559,326.127,5.83333
,0.353431,322.441,327.108,5.58824
,0.37549,323.471,327.941,5.63725
,0.338725,324.794,328.971,5.4902
,0.338725,325.676,329.804,5.73529
,0.341176,326.706,330.833,5.39216
,0.338725,327.833,332.059,5.78431
,0.328922,328.667,332.843,5.58824
,0.355882,329.892,333.922,5.78431
,0.338725,330.775,334.853,6.02941
,0.333824,331.853,335.784,5.98039
,0.370588,332.882,337.059,5.88235
,0.395098,333.765,338.137,5.83333
,0.32402,334.647,339.02,6.27451
,0.314216,335.578,339.559,5.83333
,0.343627,336.657,340.784,5.93137
,0.331373,337.735,341.814,6.02941
,0.328922,338.618,342.843,6.07843
,0.355882,339.353,344.02,6.07843
,0.333824,340.137,345.441,5.83333
,0.309314,341.118,346.373,6.02941
,0.32402,342.049,347.206,5.83333
,0.346078,342.931,348.039,5.78431
,0.326471,343.814,349.265,6.02941
,0.338725,345.088,350.245,6.07843
,0.270098,346.069,351.275,5.4902
,0.297059,347.098,352.059,5.78431
,0.333824,348.127,353.039,5.63725
,0.29951,349.059,353.971,5.73529
,0.304412,349.647,355.147,5.78431
,0.314216,351.02,356.225,5.78431
,0.294608,352.049,357.108,5.68627
,0.29951,353.029,358.088,5.68627
,0.321569,353.716,358.971,5.78431
,0.284804,354.843,360.098,5.73529
,0.331373,355.824,361.373,5.98039
,0.292157,356.804,362.255,5.78431
,0.311765,357.735,363.235,5.78431
,0.316667,358.618,364.461,5.93137
,0.348529,359.647,365.343,5.78431
,0.316667,360.627,366.569,5.58824
,0.321569,361.706,367.549,5.58824
,0.331373,362.784,368.235,5.53922
,0.336275,363.961,369.216,5.93137
,0.306863,364.598,370.147,5.68627
,0.35098,365.284,371.225,5.73529
,0.314216,366.559,372.255,5.88235
,0.363235,367.588,373.48,5.68627
,0.316667,368.52,374.314,5.58824
,0.316667,369.549,375.147,5.34314
,0.346078,370.578,376.225,5.93137
,0.343627,371.706,377.304,5.68627
,0.301961,372.392,378.382,5.73529
,0.331373,373.422,379.461,5.44118
,0.355882,374.353,380.539,5.4902
,0.331373,375.676,381.618,5.63725
,0.331373,376.853,382.696,5.93137
,0.328922,377.637,383.676,5.68627
,0.316667,378.961,384.755,5.88235
,0.277451,380.284,385.931,5.73529
,0.304412,381.461,387.206,6.07843
,0.277451,382.294,387.99,6.07843
,0.328922,383.471,389.069,6.02941
,0.297059,384.549,389.951,5.78431
,0.292157,385.578,390.833,5.83333
,0.294608,386.853,391.961,5.73529
,0.314216,387.784,392.941,5.98039
,0.348529,388.912,394.412,5.88235
,0.328922,389.794,395.539,5.73529
,0.333824,391.216,396.618,5.63725
,0.328922,392.147,397.598,5.53922
,0.306863,393.225,398.529,5.58824
,0.32402,394.108,399.461,5.73529
,0.35098,395.529,400.539,5.44118
,0.328922,396.608,401.667,5.63725
,0.326471,397.637,402.5,5.53922
,0.348529,398.569,403.48,5.44118
,0.328922,399.696,404.559,5.34314
,0.348529,401.069,405.588,5.58824
,0.311765,402.098,406.814,5.83333
,0.346078,403.275,407.549,5.83333
,0.336275,404.059,408.676,5.73529
,0.292157,405.284,409.51,5.98039
,0.316667,406.363,410.735,5.4902
,0.297059,407.147,411.912,5.88235
,0.314216,408.324,412.843,5.93137
,0.341176,409.01,413.578,5.68627
,0.301961,410.235,414.559,5.78431
,0.294608,411.363,415.588,5.83333
,0.304412,412.196,416.373,5.73529
,0.32402,413.078,417.745,5.53922
,0.341176,414.108,418.824,5.98039
,0.32402,415.088,419.853,6.02941
,0.311765,416.118,420.882,6.12745
,0.282353,417.147,422.01,6.02941
,0.29951,417.931,423.186,5.78431
,0.304412,418.863,424.265,6.22549
,0.289706,419.941,425.588,5.93137
,0.338725,420.824,426.373,5.83333
,0.338725,421.804,427.549,5.83333
,0.346078,422.735,428.676,5.4902
,0.282353,423.765,429.706,5.53922
,0.294608,424.549,430.686,5.58824
,0.255392,426.02,431.618,5.4902
,0.319118,426.902,432.794,5.34314
,0.321569,427.882,433.922,5.34314
,0.292157,428.716,434.657,5.4902
,0.32402,429.647,435.294,5.73529
,0.29951,430.137,436.324,5.39216
,0.287255,431.216,436.961,5.63725
,0.297059,432.539,437.843,5.58824
,0.243137,433.225,438.529,5.68627
,0.316667,433.961,439.363,5.98039
,0.282353,434.99,440.049,5.63725
,0.294608,435.775,440.882,6.22549
,0.309314,436.363,441.814,5.88235
,0.331373,437.245,442.402,5.88235
,0.294608,438.127,443.431,5.58824
,0.301961,438.863,444.461,5.68627
,0.292157,439.696,445.392,5.58824
,0.265196,440.627,446.225,5.78431
,0.279902,441.363,446.912,5.68627
,0.262745,442.343,447.402,5.68627
,0.306863,443.029,448.088,6.02941
,0.365686,443.863,449.314,5.78431
,0.270098,444.696,449.902,5.39216
,0.333824,445.873,450.931,5.63725
,0.301961,446.706,451.765,5.73529
,0.287255,447.441,452.549,5.73529
,0.279902,448.029,453.333,6.12745
,0.262745,448.814,454.167,5.93137
,0.282353,449.647,455,5.88235
,0.284804,450.873,456.176,5.63725
,0.294608,451.755,456.814,5.4902
,0.316667,452.49,457.549,5.63725
,0.279902,453.176,458.431,5.44118
,0.301961,454.304,459.314,5.44118
,0.304412,455.284,459.902,5.44118
,0.309314,456.314,460.833,5.73529
,0.252941,457,461.863,5.63725
,0.260294,457.931,462.892,5.63725
,0.297059,459.01,463.725,5.68627
,0.277451,459.794,464.559,5.44118
,0.252941,460.382,465.343,5.58824
,0.25049,461.265,466.029,5.4902
,0.282353,461.951,467.059,5.4902
,0.267647,462.784,468.235,5.58824
,0.275,463.618,469.069,5.34314
,0.267647,464.5,470.147,5.44118
,0.319118,465.578,470.882,5.44118
,0.32402,466.118,471.863,5.78431
,0.32402,466.755,472.647,5.63725
,0.316667,467.833,473.529,5.63725
,0.311765,468.863,474.216,5.4902
,0.284804,469.892,474.804,5.39216
,0.29951,470.529,475.98,5.73529
,0.29951,471.363,477.01,5.39216
,0.292157,472.441,477.598,5.58824
,0.260294,473.225,478.676,5.83333
,0.304412,474.353,479.608,5.68627
,0.282353,475.088,480.147,5.63725
,0.309314,476.51,480.931,5.58824
,0.297059,476.902,481.618,5.83333
,0.32402,477.784,482.549,5.93137
,0.265196,478.52,483.676,5.58824
,0.252941,479.206,484.216,5.44118
,0.282353,479.99,484.657,5.63725
,0.270098,480.725,485.49,5.34314
,0.277451,481.216,486.569,5.44118
,0.314216,482,487.402,5.53922
,0.272549,482.931,488.333,5.39216
,0.272549,483.275,488.578,5.53922
,0.235784,484.108,488.873,5.09804
,0.294608,484.647,489.559,5
,0.272549,484.941,489.755,5.29412
,0.267647,485.48,490.686,5.39216
,0.279902,486.314,491.912,5.53922
,0.284804,487.588,492.843,5.53922
,0.267647,488.029,493.578,5.63725
,0.304412,488.422,493.775,5.4902
,0.304412,488.422,493.578,5.58824
,0.262745,488.863,494.02,5.19608
,0.287255,489.451,494.804,5.2451
,0.287255,490.48,495.637,5.4902
,0.282353,491.412,496.471,5.44118
,0.277451,492.343,497.157,5.44118
,0.328922,492.588,497.647,5.4902
,0.314216,492.98,497.745,5.34314
,0.292157,493.176,498.382,5.44118
,0.275,493.765,498.775,5.34314
,0.270098,494.402,499.706,5.2451
,0.287255,494.892,500.294,5.29412
,0.301961,495.922,500.98,5.68627
,0.294608,496.608,501.716,5.34314
,0.301961,496.755,502.157,5.4902
,0.294608,497,502.598,5.29412
,0.297059,497.784,502.941,5.04902
,0.292157,498.225,503.529,5.29412
,0.289706,498.961,503.775,5
,0.240686,499.353,504.51,5.09804
,0.306863,500.186,505.098,5.39216
,0.284804,500.824,505.784,5.44118
,0.311765,501.069,506.029,5.34314
,0.333824,501.461,506.569,5.39216
,0.292157,502.441,506.961,5.04902
,0.316667,502.686,507.206,5.44118
,0.321569,503.078,507.647,5.4902
,0.287255,503.422,508.284,5.4902
,0.282353,504.108,508.725,5.19608
,0.336275,504.794,509.118,5.39216
,0.29951,505.284,509.412,5.34314
,0.297059,505.824,510,5.63725
,0.260294,506.608,510.539,5.29412
,0.306863,506.853,510.833,5.14706
,0.275,507.294,511.078,5.39216
,0.243137,507.833,511.765,5.2451
,0.257843,508.422,512.451,5.29412
,0.289706,508.912,512.941,5.34314
,0.243137,509.549,513.382,5.14706
,0.272549,509.647,513.824,5.2451
,0.321569,510.137,514.363,4.90196
,0.270098,510.676,514.951,5.09804
,0.223529,511.118,515.245,5.09804
,0.235784,511.51,515.833,5.14706
,0.292157,512.245,516.373,4.90196
,0.341176,512.637,516.814,5.04902
,0.333824,513.078,517.451,4.95098
,0.289706,513.716,518.333,5
,0.267647,513.961,518.48,5.04902
,0.265196,514.549,518.824,5.2451
,0.284804,515.088,519.412,5.34314
,0.265196,515.382,520.049,5.44118
,0.260294,515.725,520.392,5.4902
,0.275,516.02,521.029,5.44118
,0.314216,516.559,521.324,5.44118
,0.282353,517.049,521.961,5.09804
,0.297059,517.637,522.255,5.58824
,0.292157,517.833,522.549,5.29412
,0.25049,518.471,522.794,5.29412
,0.326471,518.863,523.235,5.39216
,0.319118,519.549,523.873,5.39216
,0.29951,519.941,524.118,5.4902
,0.311765,520.137,524.657,5.29412
,0.314216,520.578,524.951,5.39216
,0.311765,521.216,525.588,5.4902
,0.292157,521.412,526.275,5.58824
,0.292157,521.804,526.569,5.83333
,0.292157,522.441,527.255,5.34314
,0.275,522.196,527.059,5
,0.272549,522.735,527.549,5.14706
,0.284804,523.225,527.598,5.04902
,0.279902,523.52,527.696,4.95098
,0.311765,523.569,528.039,5
,0.304412,524.157,528.431,5.4902
,0.277451,524.5,528.824,5.39216
,0.233333,524.99,529.51,5.39216
,0.257843,525.824,529.951,5.39216
,0.248039,526.02,530.196,5.34314
,0.297059,526.265,530.196,5.39216
,0.336275,526.804,530.931,5.14706
,0.292157,527.049,531.225,5.19608
,0.343627,527.147,531.52,5.2451
,0.306863,527.637,532.206,5.29412
,0.289706,527.931,532.451,5.44118
,0.316667,528.373,532.794,5.14706
,0.289706,528.912,532.892,5.19608
,0.306863,528.814,533.333,5.44118
,0.328922,529.304,533.431,5.58824
,0.306863,529.5,533.676,5.63725
,0.306863,529.745,533.873,5.58824
,0.257843,529.941,534.314,5.29412
,0.306863,530.775,534.265,5.29412
,0.319118,530.775,534.608,5.19608
,0.331373,531.069,534.755,5.29412
,0.336275,531.314,535.196,5.44118
,0.301961,532,535.637,5.68627
,0.32402,532.245,535.637,5.58824
,0.292157,532.392,535.931,5.14706
,0.311765,532.392,536.471,5.2451
,0.275,532.588,536.373,5.2451
,0.277451,533.078,536.765,5.34314
,0.277451,533.176,537.059,5.19608
,0.336275,533.324,536.961,5.09804
,0.35098,533.275,537.157,5.2451
,0.292157,533.275,537.451,5.14706
,0.289706,533.765,537.451,5.14706
,0.240686,533.912,537.647,5.39216
,0.252941,533.912,537.598,5.29412
,0.25049,534.451,537.745,5.44118
,0.272549,534.206,537.696,5.58824
,0.282353,534.304,538.137,5.4902
,0.252941,534.157,538.186,5.19608
,0.282353,534.255,538.431,5.19608
,0.311765,534.304,538.284,5
,0.284804,534.059,538.137,5.2451
,0.270098,534.108,538.137,5.19608
,0.294608,534.157,538.186,5.04902
,0.309314,534.157,538.039,5.2451
,0.316667,534.255,538.088,5
,0.284804,534.059,537.99,4.95098
,0.292157,533.961,538.039,5.34314
,0.275,534.451,538.088,5.19608
,0.287255,534.157,538.284,5.04902
,0.311765,534.108,537.941,5.2451
,0.262745,534.108,538.137,5.2451
,0.284804,534.255,537.941,5.2451
,0.331373,534.059,537.549,5.04902
,0.301961,534.108,537.5,4.95098
,0.275,534.059,537.5,4.65686
,0.275,534.255,537.402,4.95098
,0.275,534.01,537.647,4.95098
,0.279902,533.863,537.696,5.14706
,0.255392,533.765,537.598,5
,0.275,533.863,537.353,4.95098
,0.257843,533.961,537.353,5
,0.255392,534.206,537.206,4.85294
,0.260294,533.961,537.549,5
,0.275,533.863,537.451,5.04902
,0.29951,533.961,537.647,4.85294
,0.321569,533.765,537.696,4.65686
,0.328922,533.863,537.647,4.5098
,0.284804,533.471,537.451,4.60784
,0.29951,533.422,537.353,4.65686
,0.282353,533.52,537.353,4.80392
,0.301961,533.52,537.206,4.85294
,0.311765,533.422,537.304,5
,0.306863,533.275,537.451,4.85294
,0.292157,533.52,537.402,4.7549
,0.292157,533.324,537.451,4.80392
,0.282353,533.422,537.353,4.36275
,0.265196,533.422,537.304,4.55882
,0.240686,533.225,537.255,4.95098
,0.297059,533.569,537.451,4.90196
,0.321569,533.373,537.402,4.55882
,0.248039,533.569,537.451,4.70588
,0.243137,533.667,537.451,4.95098
,0.25049,533.765,537.745,4.70588
,0.284804,533.814,537.549,4.85294
,0.240686,533.667,537.696,4.80392
,0.238235,533.814,537.941,5.14706
,0.275,533.471,537.99,4.90196
,0.235784,533.52,537.99,4.70588
,0.265196,533.373,538.088,4.7549
,0.279902,533.471,538.186,4.85294
,0.297059,533.618,538.284,4.90196
,0.262745,534.157,538.235,4.70588
,0.275,534.255,537.941,4.85294
,0.275,534.157,537.598,4.7549
,0.255392,534.157,537.843,4.65686
,0.282353,534.451,538.088,4.65686
,0.252941,534.255,537.941,4.55882
,0.252941,534.206,538.137,4.65686
,0.248039,534.402,538.627,4.60784
,0.218627,534.402,538.775,4.7549
,0.297059,534.206,538.431,4.11765
,0.284804,534.157,538.529,4.06863
,0.284804,534.206,538.088,4.41176
,0.252941,534.206,538.137,4.26471
,0.260294,534.402,537.941,4.36275
,0.270098,534.108,538.088,4.31373
,0.257843,534.108,537.99,4.46078
,0.230882,534.01,538.088,4.60784
,0.238235,534.402,538.088,4.46078
,0.287255,534.255,538.284,4.31373
,0.309314,534.451,538.186,4.36275
,0.245588,534.304,538.48,4.26471
,0.297059,534.255,538.627,4.5098
,0.260294,533.765,538.627,4.65686
,0.311765,533.814,538.284,4.5098
,0.289706,533.716,538.48,4.55882
