,CH1,CH2,CH3,CH4
,6.69412,253.814,257.647,5.58824
,6.66961,255.088,259.069,5.68627
,6.6549,256.657,260.392,5.53922
,6.6402,258.225,261.667,5.14706
,6.67941,258.961,263.186,5.19608
,6.67451,260.48,264.559,5.44118
,6.67941,261.559,265.784,5.53922
,6.66961,262.882,267.108,5.73529
,6.6549,264.5,268.137,5.39216
,6.66961,265.431,269.608,5.44118
,6.69902,266.608,271.225,5.2451
,6.66225,268.176,272.157,5.29412
,6.66471,269.696,273.578,5.68627
,6.65245,270.873,275.049,5.63725
,6.6598,272,276.078,5.53922
,6.69657,273.176,277.696,5.29412
,6.64265,274.206,278.971,5.68627
,6.65735,275.578,280.343,5.4902
,6.67206,276.853,281.618,5.68627
,6.66225,278.324,282.696,5.4902
,6.68431,279.108,284.216,5.19608
,6.6402,280.186,285.392,5.63725
,6.68676,281.51,286.618,5.4902
,6.65245,282.882,288.039,5.44118
,6.67696,284.304,288.775,5.68627
,6.67206,285.431,290.294,5.93137
,6.66961,286.853,291.618,5.73529
,6.69657,287.882,292.892,5.73529
,6.63775,289.402,294.069,5.88235
,6.65,290.529,295.294,5.73529
,6.62304,291.706,296.471,5.73529
,6.62059,292.49,297.598,5.73529
,6.66961,293.912,298.676,5.68627
,6.69412,295.137,300.098,5.53922
,6.66225,296.265,301.471,5.39216
,6.68431,297.245,302.745,5.53922
,6.63039,298.569,303.971,5.83333
,6.6402,299.794,305.098,5.88235
,6.63284,301.069,306.029,5.58824
,6.66961,302,307.255,5.63725
,6.67696,303.471,308.431,5.78431
,6.60098,304.451,309.02,5.58824
,6.63284,305.676,310.098,5.58824
,6.68186,306.853,311.667,5.53922
,6.67451,308.127,312.598,6.12745
,6.63529,309.255,313.676,5.4902
,6.66471,310.235,314.657,5.68627
,6.68431,311.118,315.735,5.39216
,6.65735,312.441,316.716,5.34314
,6.63775,313.471,317.843,5.68627
,6.62549,314.647,319.118,5.73529
,6.63775,315.627,320.245,5.78431
,6.68186,316.755,321.225,5.78431
,6.69167,317.833,322.451,5.73529
,6.6549,318.814,323.529,5.4902
,6.63039,319.353,324.314,5.53922
,6.6451,320.529,325.343,5.73529
,6.6549,321.118,326.176,5.98039
,6.6598,322.196,327.402,6.17647
,6.6451,323.373,328.333,6.02941
,6.6402,324.549,329.461,6.02941
,6.61324,325.627,330.343,5.73529
,6.63529,326.51,331.618,5.93137
,6.6549,327.539,332.451,6.37255
,6.66225,328.569,333.284,5.98039
,6.62304,329.696,334.167,6.07843
,6.6402,330.676,334.853,6.22549
,6.63529,331.657,336.029,6.12745
,6.63529,332.343,337.353,5.73529
,6.6402,333.716,338.235,6.07843
,6.63039,334.696,339.02,6.17647
,6.6451,335.578,339.657,6.47059
,6.60588,336.559,341.078,6.17647
,6.61078,337.294,341.716,5.98039
,6.61078,338.373,343.186,6.12745
,6.63529,339.304,344.02,5.98039
,6.62794,340.088,345.098,5.63725
,6.6451,341.02,345.882,5.83333
,6.66716,342.049,347.059,6.02941
,6.6451,343.225,348.235,6.07843
,6.62304,344.206,349.216,5.73529
,6.65,345.039,350.343,5.83333
,6.63039,346.314,351.275,5.88235
,6.6402,347.049,352.108,5.63725
,6.6451,347.784,353.088,5.73529
,6.65245,349.059,353.775,5.58824
,6.65735,350.529,354.51,5.58824
,6.61814,351.314,355.931,5.4902
,6.66471,352.245,356.814,5.39216
,6.63039,353.176,357.696,5.73529
,6.61078,354.157,358.676,5.63725
,6.59608,354.941,359.706,5.44118
,6.59363,356.02,360.588,5.63725
,6.58873,357.049,361.814,5.98039
,6.60833,357.833,362.843,5.73529
,6.65245,358.52,364.069,5.4902
,6.62794,359.598,364.804,5.63725
,6.60098,360.529,365.343,6.07843
,6.62549,361.314,366.373,5.98039
,6.62794,362.441,367.255,5.83333
,6.60588,363.667,368.431,5.88235
,6.60588,364.402,369.363,5.68627
,6.63039,365.48,370.735,5.78431
,6.64265,366.608,371.569,5.78431
,6.62059,367.686,372.5,5.53922
,6.59363,368.716,373.627,5.39216
,6.63039,369.745,374.461,5.34314
,6.59118,370.922,375.686,5.2451
,6.60833,371.853,377.059,5.58824
,6.63039,372.735,378.088,5.4902
,6.62794,374.01,378.824,5.68627
,6.62794,374.99,379.902,5.78431
,6.62549,376.216,381.127,5.98039
,6.61078,377.343,382.353,5.93137
,6.61078,378.225,383.578,5.98039
,6.62304,379.059,384.461,5.88235
,6.65,379.99,385.441,5.83333
,6.63529,381.265,386.667,5.58824
,6.57402,382.784,387.843,5.68627
,6.62059,383.275,388.873,5.78431
,6.60588,384.206,389.755,5.58824
,6.59608,384.99,390.49,5.78431
,6.58627,386.265,391.912,5.78431
,6.61324,387.49,392.647,6.12745
,6.62549,388.52,393.627,5.78431
,6.6402,389.549,394.657,5.83333
,6.63039,390.725,395.735,5.68627
,6.62549,391.706,396.765,5.78431
,6.63284,392.392,397.5,5.68627
,6.62059,393.569,398.627,5.88235
,6.62549,394.402,399.559,5.78431
,6.61078,395.627,400.637,5.68627
,6.61814,396.755,401.716,5.73529
,6.60833,397.882,402.402,5.4902
,6.64265,398.961,403.775,5.63725
,6.61814,399.794,404.755,5.34314
,6.60343,400.971,405.588,5.44118
,6.60343,402.294,406.765,5.44118
,6.60588,403.078,407.843,5.34314
,6.62059,404.255,408.922,5.4902
,6.60098,404.99,409.706,5.73529
,6.59118,405.775,411.078,5.78431
,6.58627,407.098,411.912,5.98039
,6.6402,408.127,413.235,5.39216
,6.58873,408.716,414.069,5.53922
,6.58137,409.99,414.755,5.58824
,6.56912,410.873,415.49,5.63725
,6.56667,412.196,417.108,5.4902
,6.60588,413.324,417.892,5.63725
,6.58627,414.206,418.922,5.44118
,6.57647,415.235,419.755,5.63725
,6.58627,416.314,420.686,5.78431
,6.61324,417.147,421.324,5.68627
,6.54951,417.784,422.402,5.83333
,6.54951,418.765,423.284,5.73529
,6.58873,419.598,424.314,5.58824
,6.61078,420.873,425.392,5.88235
,6.58137,421.902,426.422,5.78431
,6.58873,422.588,427.99,5.88235
,6.57892,423.716,429.069,5.78431
,6.55686,424.745,429.755,5.68627
,6.57892,425.775,430.637,5.4902
,6.58627,426.559,431.667,5.93137
,6.56176,427.637,432.402,5.78431
,6.61814,428.373,433.431,5.83333
,6.57402,429.059,434.118,5.83333
,6.54951,429.941,435,5.78431
,6.56912,430.824,436.127,6.17647
,6.57157,431.706,437.451,5.93137
,6.62549,432.637,437.892,5.68627
,6.63529,433.52,438.676,5.53922
,6.60588,434.549,439.608,5.68627
,6.58627,435.186,440.343,5.68627
,6.59853,436.363,441.373,5.29412
,6.51275,436.902,441.912,5.29412
,6.59363,437.98,442.794,5.44118
,6.57892,438.716,443.824,5.63725
,6.53235,439.549,444.657,5.53922
,6.54706,440.676,445.392,5.58824
,6.5299,441.608,446.127,5.4902
,6.54216,442.196,447.01,5.58824
,6.59608,443.078,447.843,5.63725
,6.59363,443.863,448.431,5.58824
,6.55686,444.745,449.167,5.68627
,6.54706,445.676,450.343,5.78431
,6.60098,446.461,451.324,5.88235
,6.61569,447.294,452.01,5.68627
,6.56667,448.324,452.598,5.63725
,6.59853,448.912,453.382,5.58824
,6.57647,449.99,454.314,5.63725
,6.56176,450.676,454.951,5.53922
,6.58382,451.314,455.784,5.58824
,6.56176,452.392,457.108,5.73529
,6.61569,453.176,457.99,5.63725
,6.6451,453.765,458.676,5.88235
,6.59853,454.745,459.412,5.63725
,6.56176,455.235,460.441,5.58824
,6.56912,456.118,461.275,5.83333
,6.55441,456.951,462.059,5.78431
,6.54216,457.833,463.284,5.73529
,6.58382,459.01,464.069,5.73529
,6.57157,459.745,464.804,5.63725
,6.56176,460.676,465.784,5.4902
,6.60098,461.657,466.422,5.39216
,6.58137,462.49,467.206,5.53922
,6.58627,463.52,467.941,4.95098
,6.56667,464.108,468.873,5.58824
,6.52745,465.088,469.657,5.2451
,6.53235,466.069,470.735,5.2451
,6.55931,466.951,471.569,5.14706
,6.59608,468.029,472.206,5.44118
,6.55931,468.618,473.137,5.68627
,6.55931,469.304,474.069,5.53922
,6.57892,470.088,475.098,5.53922
,6.58627,471.314,476.275,5.53922
,6.55196,472.392,477.108,5.2451
,6.56422,473.324,478.186,5.34314
,6.53725,474.353,479.069,5.83333
,6.5201,474.892,479.755,5.58824
,6.58382,475.627,480.539,5.2451
,6.55196,476.412,481.373,5.58824
,6.58627,477.441,481.961,5.39216
,6.57402,478.029,483.137,5.58824
,6.59608,479.01,483.922,5.44118
,6.56667,479.843,484.706,5.53922
,6.58382,480.431,485.343,5.53922
,6.5348,481.265,486.176,5.53922
,6.53725,481.804,486.814,5.53922
,6.54951,482.539,487.402,5
,6.54216,482.833,487.598,5.19608
,6.55441,483.225,488.039,5.09804
,6.51029,483.814,488.578,4.90196
,6.56422,484.892,489.755,5.29412
,6.53235,486.265,490.833,5.4902
,6.57892,487.147,491.471,5.58824
,6.58382,487.343,492.157,5.2451
,6.53235,487,492.157,5.29412
,6.55686,487.441,491.912,5.2451
,6.55686,487.833,492.696,5.14706
,6.57157,488.569,493.333,5.34314
,6.59118,490.039,494.412,5.34314
,6.54706,490.676,495.539,5.34314
,6.54706,491.069,495.931,5.39216
,6.59608,491.412,496.471,5.39216
,6.57402,491.657,496.667,5.19608
,6.58382,491.804,497.059,5.2451
,6.55441,492.686,497.647,5.2451
,6.56176,493.667,498.235,4.95098
,6.57892,494.157,499.314,5.09804
,6.53725,494.843,499.804,5.04902
,6.54461,495.333,500.637,5.19608
,6.5348,495.971,500.98,5
,6.54706,496.265,501.225,5.09804
,6.5152,497,501.569,5.14706
,6.57157,497.539,502.353,5.14706
,6.56176,497.931,503.137,5.09804
,6.5201,498.52,503.775,4.90196
,6.58382,499.255,504.216,4.95098
,6.53971,499.745,504.51,5.04902
,6.55441,500.137,505.147,5.09804
,6.55686,500.333,506.078,4.80392
,6.53971,500.922,506.569,4.7549
,6.59608,501.853,507.01,5.09804
,6.525,502.245,507.402,5.04902
,6.53725,502.784,507.745,5.2451
,6.52255,502.98,508.284,5.4902
,6.55931,503.569,508.725,5.2451
,6.54461,504.255,509.118,5.63725
,6.52745,504.647,509.363,5.53922
,6.54951,505.235,509.755,5.14706
,6.54951,505.627,510.147,5.44118
,6.49559,505.922,511.029,5.34314
,6.52255,506.314,511.373,5.68627
,6.55196,506.755,512.255,5.58824
,6.53725,507.441,512.745,5.68627
,6.49804,507.833,513.333,5.44118
,6.5201,508.569,513.529,5.34314
,6.49559,509.01,514.265,5.29412
,6.5201,509.696,514.804,5.44118
,6.53725,510.431,515.392,5.39216
,6.57157,510.431,515.686,5.44118
,6.56422,510.873,516.127,5.53922
,6.56667,511.461,516.373,5.83333
,6.54706,512,517.304,5.4902
,6.51275,512.49,517.696,5.44118
,6.51765,513.029,518.039,5.53922
,6.5152,513.324,518.284,5.34314
,6.51029,513.765,518.529,5.39216
,6.54951,513.961,519.314,5.29412
,6.5348,514.549,519.853,5.14706
,6.51765,515.088,520.49,5.09804
,6.52745,515.725,520.588,5.44118
,6.51275,515.725,520.98,5.19608
,6.52255,516.363,521.471,5.39216
,6.525,516.853,521.814,5.34314
,6.53971,517.098,522.059,4.95098
,6.52745,517.245,522.647,4.85294
,6.51029,517.784,523.039,5.04902
,6.5152,518.373,523.284,5.14706
,6.50049,518.716,523.382,5.14706
,6.50539,519.01,524.167,4.65686
,6.50294,519.255,524.755,5.29412
,6.51029,519.843,525.147,5.29412
,6.48333,520.48,525.343,4.85294
,6.49314,520.235,525.441,5.04902
,6.53235,520.676,525.882,4.95098
,6.50294,521.02,526.225,4.95098
,6.51765,521.412,526.422,5.09804
,6.47843,521.706,526.765,5
,6.49314,522.343,527.304,5.2451
,6.49069,522.98,527.5,5.09804
,6.5152,522.931,527.598,5.09804
,6.51765,523.618,528.186,4.95098
,6.49804,524.255,528.284,5.09804
,6.50784,524.353,528.775,5.09804
,6.50784,524.99,528.971,5.09804
,6.49559,525.578,529.412,5.09804
,6.5152,525.824,529.608,5.09804
,6.52745,525.971,530.196,5.19608
,6.49314,526.167,530.49,5.2451
,6.53235,526.559,530.882,5.14706
,6.51029,526.951,531.275,5.19608
,6.50049,527.441,531.814,5
,6.51275,527.637,531.814,5
,6.48333,528.029,532.255,4.95098
,6.50294,528.176,532.549,4.80392
,6.45392,528.814,532.745,4.65686
,6.50049,528.814,532.696,4.41176
,6.49804,528.961,533.137,4.70588
,6.49559,529.206,533.137,5
,6.5152,529.549,533.382,4.85294
,6.51765,529.549,533.676,5.04902
,6.51029,530.333,533.775,5
,6.50294,530.48,534.314,5.14706
,6.49559,531.02,534.657,5.04902
,6.5152,531.02,534.902,5.39216
,6.5348,531.118,535,5.04902
,6.49804,531.167,535.098,5
,6.5299,531.314,535.294,5
,6.51765,531.853,535.343,4.80392
,6.51029,531.902,535.686,4.80392
,6.49559,532.098,536.029,5.2451
,6.49314,532.245,535.833,5.14706
,6.49559,532.49,536.078,4.65686
,6.49314,532.392,535.931,4.90196
,6.48333,532.49,536.373,5.09804
,6.46127,532.588,536.373,4.90196
,6.46618,532.882,536.373,5.29412
,6.45147,532.735,536.324,5.14706
,6.46863,533.078,536.569,5.09804
,6.51029,533.127,536.716,4.90196
,6.51029,532.98,536.667,5
,6.50049,533.324,536.716,5.2451
,6.48578,532.735,536.716,5.09804
,6.49314,532.833,536.471,4.90196
,6.48578,533.127,536.275,5.09804
,6.44657,533.127,536.52,5.14706
,6.47598,533.029,536.814,5.2451
,6.53235,532.686,536.52,5.44118
,6.47843,532.882,536.52,5.14706
,6.50539,533.078,536.814,5.44118
,6.50049,533.078,536.471,5.53922
,6.54216,533.078,536.618,5.4902
,6.48333,533.029,536.667,5.2451
,6.48333,532.882,536.569,5.09804
,6.50294,533.127,536.618,5.34314
,6.47843,532.931,536.716,5.29412
,6.50049,532.882,536.863,5.19608
,6.44412,532.784,536.961,4.90196
,6.45637,532.784,536.618,5
,6.47843,532.686,536.716,4.70588
,6.46373,532.49,536.814,4.95098
,6.45637,532.882,536.716,4.95098
,6.44902,532.833,536.814,4.65686
,6.44657,532.686,536.765,5
,6.46373,532.539,536.324,4.90196
,6.47843,532.637,536.618,4.7549
,6.48578,532.49,536.422,4.90196
,6.52255,532.588,536.667,4.85294
,6.48088,532.441,536.716,4.85294
,6.45392,532.49,536.765,4.70588
,6.46127,532.735,536.569,4.65686
,6.48824,532.294,536.618,4.65686
,6.43676,532.049,536.569,4.70588
,6.46618,532.147,536.471,4.65686
,6.46373,532.294,536.814,4.80392
,6.45147,532.784,536.814,4.70588
,6.46863,532.441,536.569,4.85294
,6.44167,532.784,536.373,4.65686
,6.43922,532.637,536.324,4.90196
,6.44167,532.882,536.225,4.55882
,6.48578,532.49,536.373,4.36275
,6.46127,532.588,536.275,4.80392
,6.51765,532.588,536.422,5
,6.50784,532.539,536.569,4.7549
,6.47353,532.637,536.422,4.80392
,6.44657,532.735,536.52,4.55882
,6.44657,532.735,536.471,4.85294
,6.48088,532.833,536.618,4.60784
,6.41961,532.784,536.765,4.46078
,6.46373,532.833,536.667,4.55882
,6.45147,533.127,536.569,4.41176
,6.45392,533.029,536.618,4.70588
,6.46373,532.882,536.373,4.60784
,6.49069,532.686,536.569,4.26471
,6.46127,532.98,536.765,4.46078
,6.45882,532.931,536.422,4.70588
,6.43431,532.98,536.471,4.90196
,6.46863,532.98,536.716,4.5098
,6.46618,532.931,536.569,4.55882
,6.49069,532.931,536.422,4.65686
,6.49804,532.98,536.225,4.60784
,6.45147,532.931,536.52,4.95098
,6.42451,532.882,536.422,4.80392
,6.46618,532.637,536.373,4.60784
,6.48333,532.49,536.422,4.60784
,6.45147,532.196,536.765,4.7549
,6.44902,532.343,536.52,4.65686
,6.44412,532.637,536.275,4.46078
,6.42206,532.686,536.422,4.60784
,6.43186,532.686,536.225,4.60784
,6.42451,532.735,536.324,4.36275
,6.42451,532.343,536.618,4.80392
,6.43922,532.49,536.618,4.5098
,6.48088,532.441,536.618,4.70588
,6.46618,532.588,536.716,4.65686
,6.44902,532.49,536.569,4.70588
,6.44657,532.833,536.765,4.55882
,6.46373,532.686,536.814,4.46078
,6.45882,532.784,536.373,4.41176
,6.44902,532.392,536.225,4.7549
,6.46863,532.49,535.98,4.5098
,6.48578,532.539,536.373,4.65686
,6.45392,532.49,536.275,4.26471
,6.47108,532.49,536.176,4.16667
,6.47353,532.245,536.52,4.36275
,6.44412,532.245,536.373,4.21569
,6.44412,532.147,536.127,4.36275
,6.48578,531.853,536.176,4.31373
,6.46618,532,536.029,4.26471
,6.47353,531.951,535.686,4.16667
,6.49069,531.657,535.686,4.06863
,6.44657,531.265,535.539,4.26471
,6.47353,531.314,535.441,3.92157
,6.48333,531.069,535,3.97059
,6.48088,531.314,535.294,4.01961
,6.45637,530.922,535.098,4.16667
,6.43922,530.725,534.804,4.36275
,6.43431,530.627,534.657,4.46078
,6.48333,530.284,534.314,4.26471
,6.48578,530.088,534.363,3.97059
,6.46127,529.941,534.412,4.16667
,6.50784,530.186,534.461,4.16667
,6.43922,529.843,534.02,4.26471
,6.44412,529.451,533.922,4.46078
,6.44902,529.304,533.873,4.21569
,6.43676,529.598,533.725,4.26471
,6.4098,529.206,533.137,4.11765
,6.39755,529.157,533.039,4.21569
,6.42941,529.255,532.892,4.36275
,6.4,528.863,532.892,4.46078
,6.42696,528.765,532.402,4.26471
,6.45637,528.029,532.304,4.46078
,6.42451,527.931,532.157,4.55882
,6.42696,527.98,531.716,4.06863
,6.43922,527.833,531.324,3.67647
,6.41961,527.49,531.029,3.77451
,6.41471,527.245,531.176,3.97059
,6.44167,526.902,530.931,4.01961
,6.42696,526.51,530.637,4.21569
,6.44412,526.902,530.343,4.26471
,6.44902,526.461,530.294,4.01961
,6.45637,525.922,530,4.06863
,6.44657,525.725,529.559,4.06863
,6.45637,525.431,529.265,4.06863
,6.43676,525.137,528.971,3.77451
,6.43676,524.794,528.922,3.87255
,6.47353,524.745,528.922,3.57843
,6.42696,524.451,528.627,3.97059
,6.42206,524.402,528.333,4.21569
,6.43431,523.667,527.745,3.97059
,6.42941,523.029,527.5,4.06863
,6.40245,523.127,527.157,4.11765
,6.4098,523.029,527.206,4.26471
,6.4049,522.833,527.157,3.82353
,6.45392,522.637,527.059,4.26471
,6.48088,522.686,526.765,4.16667
,6.43186,522.441,526.569,4.36275
,6.47598,522.098,526.471,4.41176
,6.42206,521.706,526.127,4.31373
,6.44657,521.51,525.98,4.26471
,6.42696,521.216,525.686,4.26471
,6.43922,521.069,525.637,4.36275
,6.44657,520.873,525.392,4.31373
,6.42206,520.578,525.098,4.21569
,6.37549,519.99,524.657,4.21569
,6.4,520.284,524.559,3.87255
,6.42696,520.088,524.314,4.01961
,6.42206,519.5,524.216,4.06863
,6.42206,519.647,524.118,3.72549
,6.38529,519.451,523.922,4.01961
,6.3951,519.01,523.824,3.97059
,6.44167,518.667,523.578,3.92157
,6.41961,518.471,523.284,4.16667
,6.3951,518.225,523.039,4.21569
,6.4049,518.373,522.941,4.06863
,6.4098,517.882,522.745,4.01961
,6.4098,517.98,522.598,4.16667
,6.42941,517.686,522.255,4.21569
,6.42696,517.441,522.157,4.11765
,6.40245,517.49,522.059,3.92157
,6.43922,517.147,521.765,4.21569
,6.41471,517.196,521.569,4.26471
,6.33137,516.608,521.422,4.16667
,6.3902,516.314,521.324,4.21569
,6.36324,516.265,521.078,3.97059
,6.34608,516.216,521.029,3.92157
,6.37304,516.069,521.225,4.11765
,6.39755,515.578,520.931,4.11765
,6.37794,515.578,520.784,4.06863
,6.39755,515.48,520.588,4.21569
,6.39755,515.431,520.392,4.11765
,6.41225,515.137,520.294,4.01961
,6.41716,514.549,520.245,4.16667
,6.3951,514.892,520.049,4.21569
,6.4,514.598,519.755,4.21569
,6.38529,514.549,519.559,4.55882
,6.38775,513.961,519.265,4.36275
,6.41716,514.108,519.167,4.26471
,6.40735,513.863,519.069,4.11765
,6.42941,513.765,519.069,4.06863
,6.41225,513.814,518.873,3.82353
,6.39265,513.569,518.333,4.21569
,6.38039,513.471,518.186,3.97059
,6.39755,513.324,518.235,4.16667
,6.39265,513.176,517.843,4.21569
,6.39265,513.127,517.745,4.01961
,6.33627,513.225,517.794,4.16667
,6.41961,512.637,517.304,3.87255
,6.37794,512.392,517.108,3.97059
,6.41961,512.049,517.01,4.16667
,6.38775,512.343,516.961,3.92157
,6.36078,512.098,516.618,3.92157
,6.37059,512.049,516.52,4.01961
,6.4049,511.657,516.52,3.92157
,6.39755,511.363,516.127,4.11765
,6.39265,510.775,515.882,3.62745
,6.43431,510.775,515.49,3.92157
,6.38039,510.676,515.196,3.43137
,6.40735,510.48,514.902,3.43137
,6.3902,510.333,514.951,3.92157
,6.36078,509.745,514.461,3.87255
,6.37304,509.598,514.314,3.77451
,6.36814,509.451,514.265,3.92157
,6.35343,509.01,513.725,3.97059
,6.32402,508.814,513.775,3.82353
,6.37794,509.157,513.431,3.67647
,6.38775,508.814,512.745,3.52941
,6.39265,508.324,512.647,3.82353
,6.4098,507.784,512.5,3.57843
,6.34363,507.343,512.402,3.48039
,6.34853,506.853,512.157,3.57843
,6.39755,506.51,511.961,3.67647
,6.3902,506.363,511.422,3.62745
,6.3902,506.216,511.029,3.38235
,6.40735,505.676,510.441,3.77451
,6.3902,505.333,510.147,3.67647
,6.36078,504.647,509.902,3.92157
,6.37549,504.598,509.51,3.87255
,6.38775,504.304,509.118,3.67647
,6.35833,504.059,508.676,3.92157
,6.36569,503.471,508.088,3.87255
,6.34363,502.833,507.941,3.57843
,6.36078,502.343,507.5,3.67647
,6.34853,502.098,506.961,3.48039
,6.37059,501.461,506.471,3.48039
,6.37549,501.412,506.176,3.52941
,6.37059,500.873,505.931,3.77451
,6.36324,500.088,505.392,3.77451
,6.41961,499.745,505.049,3.62745
,6.39265,499.108,504.51,3.48039
,6.36324,498.716,504.216,3.77451
,6.38039,498.176,503.922,3.72549
,6.35833,498.275,503.284,3.67647
,6.39755,497.882,502.745,3.67647
,6.35588,497.245,502.353,3.72549
,6.36814,496.902,501.961,3.57843
,6.38775,496.706,501.52,3.92157
,6.35098,496.216,501.127,3.82353
,6.37059,495.725,500.637,3.82353
,6.37794,495.039,499.902,3.48039
,6.38284,494.598,499.804,3.52941
,6.37304,494.304,499.363,3.43137
,6.33873,493.814,498.824,3.33333
,6.34608,492.882,498.284,3.48039
,6.37794,492.882,498.039,3.72549
,6.33137,492.686,497.5,3.82353
,6.33137,491.951,497.206,3.52941
,6.35343,491.461,496.765,3.57843
,6.36814,490.971,496.422,3.52941
,6.4,490.824,495.833,3.43137
,6.35833,490.088,495.833,3.52941
,6.35343,489.598,495.294,3.87255
,6.33627,489.206,494.755,3.62745
,6.32892,488.814,494.265,3.82353
,6.37304,488.373,494.069,3.33333
,6.34363,488.078,493.627,3.62745
,6.31422,487.882,493.578,3.08824
,6.34363,487.49,493.088,3.28431
,6.37304,486.951,492.5,3.67647
,6.39755,486.412,491.814,3.52941
,6.36078,486.118,491.471,3.67647
,6.35098,485.824,491.127,3.77451
,6.37794,485.137,490.637,4.11765
,6.35098,484.794,490.294,3.77451
,6.33137,484.843,490,3.87255
,6.33137,484.108,489.314,3.77451
,6.32402,483.667,488.873,3.82353
,6.32402,483.373,488.725,3.97059
,6.36569,482.784,488.284,4.01961
,6.35588,482.441,487.794,3.72549
,6.33627,482.147,487.059,3.72549
,6.31667,481.706,486.471,3.87255
,6.33382,481.216,486.176,3.77451
,6.33627,481.118,485.686,3.67647
,6.37059,480.333,485.196,3.67647
,6.40245,479.99,485.147,3.57843
,6.38284,479.745,484.51,3.72549
,6.36324,479.451,484.216,3.43137
,6.33873,478.814,483.775,3.82353
,6.34608,478.127,483.333,4.16667
,6.36078,477.784,482.843,3.72549
,6.33137,477.539,482.108,3.57843
,6.31176,477.245,482.01,3.72549
,6.31422,476.755,481.422,3.43137
,6.35098,476.51,480.784,3.52941
,6.30686,475.873,480.392,3.62745
,6.34118,475.333,480.147,3.57843
,6.34118,474.745,479.608,3.48039
,6.34853,474.5,479.216,3.62745
,6.33382,474.304,478.971,3.57843
,6.36569,473.667,478.529,3.72549
,6.4,473.176,477.941,3.67647
,6.30196,472.686,477.598,3.67647
,6.30931,472.245,477.549,3.62745
,6.30196,472.147,477.108,3.62745
,6.35588,472.049,477.206,3.52941
,6.36078,472.196,477.304,3.52941
,6.35343,471.706,476.961,3.67647
,6.33873,470.873,475.882,3.38235
,6.34608,469.745,474.314,3.38235
,6.33873,468.324,473.284,3.48039
,6.34608,468.127,472.647,3.43137
,6.29706,468.176,472.598,3.57843
,6.2799,468.422,472.794,3.38235
,6.31422,468.912,473.186,3.62745
,6.28235,468.569,472.745,3.62745
,6.30686,467.588,472.157,3.43137
,6.33137,466.755,471.225,3.43137
,6.37059,465.775,470.294,3.38235
,6.30686,464.794,469.363,3.23529
,6.33382,464.451,468.922,3.33333
,6.33627,464.353,468.48,3.67647
,6.35588,464.255,468.235,3.62745
,6.31912,463.814,467.696,3.62745
,6.31422,463.176,466.961,3.72549
,6.2701,462,466.324,3.72549
,6.33137,461.118,465.392,3.33333
,6.33382,460.431,464.951,3.57843
,6.35343,459.794,464.314,3.48039
,6.29216,459.402,463.971,3.48039
,6.31667,458.667,463.088,3.28431
,6.34853,457.784,462.5,3.23529
,6.30686,457.049,461.863,3.62745
,6.2848,456.363,461.275,3.33333
,6.33137,455.382,460.049,3.18627
,6.31912,454.598,459.118,3.03922
,6.31422,453.765,458.529,3.18627
,6.31176,452.784,457.598,3.08824
,6.35343,452.294,456.961,3.03922
,6.26765,451.412,456.275,3.33333
,6.29216,450.333,455,3.13725
,6.30196,449.451,454.167,3.18627
,6.28725,448.569,453.48,3.08824
,6.28971,448.029,452.549,3.03922
,6.32402,446.951,451.569,3.08824
,6.28725,445.922,450.735,2.94118
,6.30686,444.598,449.755,3.23529
,6.34118,443.667,448.725,3.13725
,6.32402,442.588,447.892,3.18627
,6.30931,441.902,447.206,2.79412
,6.29461,440.824,446.225,2.9902
,6.24559,440.382,445.441,3.03922
,6.31912,439.01,444.265,3.08824
,6.31667,437.833,443.382,2.9902
,6.31176,436.51,442.108,2.94118
,6.28725,435.922,441.324,3.13725
,6.31176,434.99,440.343,3.28431
,6.29706,434.01,439.461,3.23529
,6.28725,432.98,438.627,3.08824
,6.30931,431.853,437.696,3.33333
,6.2848,430.676,436.863,3.28431
,6.30931,429.696,435.441,3.23529
,6.27255,428.618,434.118,3.48039
,6.2799,427.784,433.235,3.52941
,6.31176,426.608,431.961,3.13725
,6.28971,426.118,431.127,2.84314
,6.29216,424.549,429.902,2.9902
,6.275,423.324,428.922,3.23529
,6.30931,422.441,427.745,3.03922
,6.2848,421.216,425.931,2.94118
,6.29461,419.843,424.951,3.03922
,6.32402,418.961,424.314,3.23529
,6.30196,417.784,422.892,3.03922
,6.30196,416.804,422.206,3.23529
,6.29951,415.873,420.833,2.89216
,6.29951,414.843,419.706,3.03922
,6.29951,413.765,418.725,2.89216
,6.30686,412.735,417.549,2.94118
,6.29216,411.608,416.52,2.84314
,6.275,410.48,415.637,2.84314
,6.28725,409.598,414.265,2.94118
,6.27745,408.324,413.235,2.84314
,6.2701,407.49,412.206,3.33333
,6.2652,405.971,411.225,3.48039
,6.26765,405.039,410.441,3.28431
,6.2848,404.206,409.069,3.03922
,6.26765,402.931,408.186,3.13725
,6.26275,402.049,407.108,3.23529
,6.33137,401.314,405.98,2.94118
,6.29216,400.039,405,2.94118
,6.27255,398.863,403.873,3.08824
,6.2799,397.833,403.186,3.18627
,6.33382,396.902,402.5,3.33333
,6.30441,395.725,401.471,3.38235
,6.29216,394.745,400.147,3.28431
,6.30441,393.667,399.216,3.23529
,6.32402,392.833,398.284,2.84314
,6.28725,391.951,397.5,2.79412
,6.30931,390.873,396.765,2.64706
